Jugador,Nacionalidad,Posicion,Edad,Dia_partido,Goles,Tiros Totales,xG,npxG,xAG,xAG.1,Acciones_que_crean_tiros,Pases_intentados,Pases_intentados.1,Pases_intentados.2,Pases_progresivos,Pases_progresivos.1,Regates_exitosos,Regates_exitosos.1,Pases_medios_completados,Pases_largos_completados,xAG.2,xAG.3,xA,Pases_en_ultimo_tercio,Pases_balon_vivo,Pases_balon_muerto,Pases_al_hueco,Pases_centros,Pases_completados,Pases_completados.1,Pases_completados.2,Pases_fuera_de_juego,Valla_no_vencida,Errores_defnsivos_ocasion_tiro,Toques_en_zona_ofensiva,Toques_en_area_rival,%_de_regates_exitosos,Veces_que_fue_barrido_regate,Acarreos_ultimo_tercio,Malos_controles,Perdida_balon,Pases_recibidos,Pases_progresivos_recibidos,Faltas_cometidas,Centros,Duelos_aereos_ganados,%_de_duelos_aereos_ganados,contract_date,Posicion_general,Posicion_general_Defensa,Posicion_general_Delantero,Posicion_general_Mediocampista,Posicion_general_Otros,market_value_predicho
Kilian Fischer,de GER,RB,0.0,"Saturday March 29, 2025",0,0,0.0,0.0,0.0,0.0,2,71,71,71,6,6,0,0,19,2,0.0,0.0,0.0,9,68,3,0,1,53,53,53,0,2,0,19,0,0.0,1,1,0,1,55,5,0,1,0,0.0,30.06.2027,Defensa,True,False,False,False,16822894.0
Sebastiaan Bornauw,be BEL,CB,0.0,"Saturday March 29, 2025",0,0,0.0,0.0,0.0,0.0,0,61,61,61,6,6,0,0,35,4,0.0,0.0,0.0,4,61,0,0,0,55,55,55,0,5,0,2,0,,0,1,0,0,47,0,1,0,7,58.3,30.06.2029,Defensa,True,False,False,False,27077.0
Fabian Rieder,ch SUI,AM,0.0,"Saturday November 30, 2024",0,0,0.0,0.0,0.0,0.0,0,19,19,19,2,2,0,0,4,0,0.0,0.0,0.0,1,17,1,0,0,15,15,15,1,2,0,8,0,0.0,1,0,1,1,17,2,1,0,1,33.3,30.06.2027,Mediocampista,False,False,True,False,0.0
Sebastiaan Bornauw,be BEL,CB,0.0,"Tuesday January 14, 2025",0,0,0.0,0.0,0.0,0.0,0,7,7,7,0,0,0,0,4,1,0.0,0.0,0.0,0,7,0,0,0,7,7,7,0,0,0,0,0,,0,0,0,0,4,0,0,0,0,,30.06.2029,Defensa,True,False,False,False,0.0
Kilian Fischer,de GER,CB,0.0,"Saturday April 26, 2025",0,0,0.0,0.0,0.0,0.0,1,34,34,34,5,5,1,1,17,4,0.0,0.0,0.0,3,22,12,0,2,28,28,28,0,2,0,18,1,100.0,0,0,1,0,17,7,1,2,1,20.0,30.06.2027,Defensa,True,False,False,False,0.0
Kilian Fischer,de GER,CB,0.0,"Sunday December 22, 2024",0,0,0.0,0.0,0.0,0.0,0,16,16,16,2,2,1,1,2,2,0.0,0.0,0.0,0,13,3,0,2,11,11,11,0,0,0,5,2,100.0,0,0,1,0,9,1,0,2,0,,30.06.2027,Defensa,True,False,False,False,0.0
Vincenzo Grifo,it ITA,LW,0.0,"Saturday December 21, 2024",1,3,0.1,0.1,0.0,0.0,3,45,45,45,0,0,2,2,12,6,0.0,0.0,0.0,1,34,11,0,4,32,32,32,0,1,0,10,2,66.7,1,0,1,2,31,3,1,4,0,0.0,-,Delantero,False,True,False,False,26569389.0
Kilian Fischer,de GER,RB,0.0,"Friday January 24, 2025",0,0,0.0,0.0,0.1,0.1,4,38,38,38,8,8,1,1,19,0,0.1,0.1,0.2,5,30,8,0,2,36,36,36,0,0,0,20,0,100.0,0,0,1,0,24,5,0,2,0,0.0,30.06.2027,Defensa,True,False,False,False,3636504.8000000007
Keven Schlotterbeck,de GER,CB,0.0,"Saturday December 21, 2024",0,0,0.0,0.0,0.0,0.0,0,6,6,6,2,2,0,0,3,1,0.0,0.0,0.0,1,6,0,0,1,5,5,5,0,1,0,0,0,,0,0,1,0,4,0,1,1,1,100.0,30.06.2027,Defensa,True,False,False,False,0.0
Kilian Fischer,de GER,RB,0.0,"Sunday November 10, 2024",0,0,0.0,0.0,0.0,0.0,0,24,24,24,2,2,0,0,7,3,0.0,0.0,0.0,2,17,7,0,1,17,17,17,0,8,0,10,0,0.0,1,2,0,0,16,2,4,1,0,0.0,30.06.2027,Defensa,True,False,False,False,0.0
Vincenzo Grifo,it ITA,LW,0.0,"Sunday September 1, 2024",0,1,0.0,0.0,0.0,0.0,2,23,23,23,0,0,1,1,3,3,0.0,0.0,0.0,0,18,5,0,2,12,12,12,0,0,0,12,1,50.0,1,2,1,1,18,2,1,2,1,50.0,-,Delantero,False,True,False,False,0.0
Luca Netz,de GER,LB,0.0,"Saturday December 21, 2024",0,0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,1,1,0,0,0,1,0,,0,0,0,1,1,0,0,0,0,,30.06.2026,Defensa,True,False,False,False,0.0
Julian Weigl,de GER,"DM,CM",0.0,"Saturday April 26, 2025",0,0,0.0,0.0,0.0,0.0,0,51,51,51,8,8,0,0,24,4,0.0,0.0,0.0,5,49,1,0,0,45,45,45,1,1,0,8,0,,0,1,0,1,40,0,1,0,2,100.0,30.06.2028,Otros,False,False,False,True,7759168.0
Vincenzo Grifo,it ITA,LW,0.0,"Saturday March 8, 2025",0,1,0.1,0.1,0.1,0.1,3,36,36,36,6,6,0,0,18,1,0.1,0.1,0.1,7,32,4,0,3,32,32,32,0,0,0,10,1,,0,0,1,1,25,4,0,3,0,,-,Delantero,False,True,False,False,10201217.8
Noahkai Banks,us USA,WB,0.0,"Saturday March 8, 2025",0,0,0.0,0.0,0.0,0.0,0,2,2,2,0,0,0,0,1,1,0.0,0.0,0.0,0,0,2,0,0,2,2,2,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,,30.06.2029,Defensa,True,False,False,False,0.0
Junior Dina Ebimbe,fr FRA,CM,0.0,"Sunday March 9, 2025",0,0,0.0,0.0,0.0,0.0,0,5,5,5,0,0,0,0,2,0,0.0,0.0,0.0,0,5,0,0,0,3,3,3,0,0,0,1,0,,0,0,1,0,3,0,0,0,0,,30.06.2027,Mediocampista,False,False,True,False,0.0
Sebastiaan Bornauw,be BEL,CB,0.0,"Sunday September 22, 2024",1,1,0.3,0.3,0.0,0.0,1,23,23,23,3,3,0,0,10,2,0.0,0.0,0.0,4,22,1,0,0,18,18,18,0,6,0,1,1,,0,0,0,1,12,0,0,0,3,42.9,30.06.2029,Defensa,True,False,False,False,42328123.0
Kilian Fischer,de GER,CB,0.0,"Sunday April 6, 2025",0,1,0.1,0.1,0.0,0.0,2,55,55,55,12,12,0,0,19,7,0.0,0.0,0.0,5,50,5,0,3,44,44,44,0,6,0,11,0,,0,3,0,0,42,5,1,3,1,33.3,30.06.2027,Defensa,True,False,False,False,7318912.0
Julian Weigl,de GER,"DM,CM",0.0,"Saturday December 21, 2024",0,0,0.0,0.0,0.0,0.0,0,45,45,45,2,2,0,0,17,6,0.0,0.0,0.0,2,42,3,0,0,41,41,41,0,2,0,2,0,,0,0,0,0,37,0,0,0,2,100.0,30.06.2028,Otros,False,False,False,True,1808490.0
Andreas HancheOlsen,no NOR,CB,0.0,"Saturday February 22, 2025",0,1,0.0,0.0,0.0,0.0,0,3,3,3,0,0,1,1,2,0,0.0,0.0,0.0,0,3,0,0,1,2,2,2,0,3,0,3,1,100.0,0,0,1,1,5,0,0,1,2,40.0,30.06.2028,Defensa,True,False,False,False,0.0
Sebastiaan Bornauw,be BEL,RB,0.0,"Friday January 24, 2025",0,1,0.1,0.1,0.0,0.0,0,20,20,20,0,0,0,0,10,0,0.0,0.0,0.0,3,20,0,0,0,19,19,19,0,1,0,3,1,,0,0,0,0,21,0,0,0,1,100.0,30.06.2029,Defensa,True,False,False,False,634769.0
Sebastiaan Bornauw,be BEL,CB,0.0,"Sunday August 25, 2024",0,0,0.0,0.0,0.0,0.0,0,15,15,15,2,2,0,0,4,1,0.0,0.0,0.0,1,15,0,0,0,11,11,11,0,2,0,0,0,,0,0,0,0,8,0,1,0,1,50.0,30.06.2029,Defensa,True,False,False,False,0.0
Fabian Rieder,ch SUI,AM,0.0,"Friday December 6, 2024",0,0,0.0,0.0,0.0,0.0,0,3,3,3,0,0,0,0,0,0,0.0,0.0,0.0,0,3,0,0,0,2,2,2,0,0,0,3,0,,0,0,0,0,2,0,0,0,0,,30.06.2027,Mediocampista,False,False,True,False,0.0
Luca Netz,de GER,LB,0.0,"Friday August 23, 2024",0,1,0.0,0.0,0.0,0.0,2,43,43,43,0,0,1,1,16,2,0.0,0.0,0.1,1,35,8,0,1,38,38,38,0,3,0,17,2,50.0,1,2,1,0,31,3,0,1,0,,30.06.2026,Defensa,True,False,False,False,0.0
Julian Weigl,de GER,DM,0.0,"Friday October 4, 2024",0,2,0.0,0.0,0.0,0.0,2,74,74,74,1,1,0,0,38,5,0.0,0.0,0.0,5,72,2,0,0,64,64,64,0,2,0,7,1,,0,1,2,0,65,0,2,0,0,,30.06.2028,Mediocampista,False,False,True,False,0.0
Vincenzo Grifo,it ITA,LW,0.0,"Saturday August 24, 2024",0,3,0.2,0.2,0.7,0.7,8,48,48,48,4,4,2,2,12,4,0.7,0.7,0.5,3,38,10,1,6,36,36,36,0,0,0,18,3,100.0,0,1,4,0,31,4,0,6,0,,-,Delantero,False,True,False,False,37960494.599999994
Sebastiaan Bornauw,be BEL,FW,0.0,"Saturday February 15, 2025",0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,30.06.2029,Delantero,False,True,False,False,0.0
Jordy Makengo,fr FRA,LB,0.0,"Saturday January 25, 2025",0,0,0.0,0.0,0.0,0.0,0,42,42,42,2,2,0,0,19,1,0.0,0.0,0.0,2,37,5,0,4,33,33,33,0,3,0,14,0,0.0,1,1,0,0,27,3,0,4,0,,-,Defensa,True,False,False,False,0.0
Julian Weigl,de GER,DM,0.0,"Saturday May 10, 2025",0,0,0.0,0.0,0.0,0.0,2,40,40,40,0,0,0,0,23,0,0.0,0.0,0.0,2,39,1,0,0,37,37,37,0,7,0,3,0,,0,0,0,0,34,0,1,0,0,,30.06.2028,Mediocampista,False,False,True,False,0.0
Andreas HancheOlsen,no NOR,CB,0.0,"Friday September 20, 2024",0,0,0.0,0.0,0.0,0.0,0,18,18,18,2,2,0,0,9,2,0.0,0.0,0.0,1,17,1,0,0,13,13,13,0,8,0,1,0,,0,0,1,0,14,0,3,0,2,28.6,30.06.2028,Defensa,True,False,False,False,0.0
Luca Netz,de GER,LB,0.0,"Friday October 4, 2024",0,0,0.0,0.0,0.1,0.1,3,58,58,58,2,2,2,2,14,0,0.1,0.1,0.1,2,43,14,0,2,47,47,47,1,1,0,19,1,33.3,4,1,2,2,41,11,4,2,0,0.0,30.06.2026,Defensa,True,False,False,False,0.0
Julian Weigl,de GER,"DM,CM",0.0,"Sunday April 6, 2025",0,0,0.0,0.0,0.0,0.0,0,29,29,29,0,0,0,0,14,2,0.0,0.0,0.0,0,28,1,0,0,23,23,23,0,3,0,1,0,,0,0,0,0,23,0,1,0,2,66.7,30.06.2028,Otros,False,False,False,True,0.0
Kilian Fischer,de GER,CB,0.0,"Friday April 11, 2025",1,1,0.0,0.0,0.1,0.1,6,45,45,45,5,5,0,0,11,4,0.1,0.1,0.1,3,38,6,0,4,35,35,35,1,0,0,19,2,,0,2,1,0,27,7,2,4,0,0.0,30.06.2027,Defensa,True,False,False,False,20113559.799999997
Vincenzo Grifo,it ITA,LW,0.0,"Saturday February 15, 2025",0,2,0.9,0.2,0.0,0.0,0,46,46,46,0,0,0,0,14,0,0.0,0.0,0.0,2,42,4,1,3,33,33,33,0,0,0,16,1,,0,0,0,0,37,2,2,3,1,50.0,-,Delantero,False,True,False,False,0.0
Vincenzo Grifo,it ITA,DM,0.0,"Saturday January 25, 2025",0,1,0.0,0.0,0.0,0.0,2,13,13,13,0,0,1,1,6,1,0.0,0.0,0.1,0,11,2,0,3,10,10,10,0,0,0,6,0,100.0,0,1,0,0,9,1,1,3,0,,-,Mediocampista,False,False,True,False,0.0
Vincenzo Grifo,it ITA,LW,0.0,"Saturday February 1, 2025",0,1,0.1,0.1,0.2,0.2,2,32,32,32,7,7,1,1,11,2,0.2,0.2,0.2,2,24,8,0,5,23,23,23,0,0,0,14,3,100.0,0,1,1,1,20,4,0,5,0,,-,Delantero,False,True,False,False,4401223.6000000015
Luca Netz,de GER,LB,0.0,"Sunday April 6, 2025",0,0,0.0,0.0,0.0,0.0,1,6,6,6,1,1,0,0,0,0,0.0,0.0,0.0,1,5,1,0,0,3,3,3,0,2,0,3,0,,0,0,0,1,5,1,1,0,0,,30.06.2026,Defensa,True,False,False,False,0.0
Kilian Fischer,de GER,WB,0.0,"Saturday October 5, 2024",0,0,0.0,0.0,0.0,0.0,0,7,7,7,0,0,1,1,3,0,0.0,0.0,0.0,1,6,1,0,0,7,7,7,0,2,0,2,0,100.0,0,0,0,0,2,0,0,0,0,,30.06.2027,Defensa,True,False,False,False,0.0
Junior Dina Ebimbe,fr FRA,RM,0.0,"Sunday November 10, 2024",0,1,0.1,0.1,0.0,0.0,0,18,18,18,0,0,0,0,2,1,0.0,0.0,0.0,0,18,0,0,2,10,10,10,0,0,0,12,0,0.0,1,1,2,1,19,5,3,2,1,100.0,30.06.2027,Mediocampista,False,False,True,False,0.0
Jordy Makengo,fr FRA,RB,0.0,"Sunday September 1, 2024",0,0,0.0,0.0,0.0,0.0,0,4,4,4,0,0,0,0,4,0,0.0,0.0,0.0,0,2,2,0,0,4,4,4,0,0,0,2,0,,0,0,0,0,2,1,0,0,0,0.0,-,Defensa,True,False,False,False,0.0
Julian Weigl,de GER,DM,0.0,"Saturday April 12, 2025",0,0,0.0,0.0,0.0,0.0,0,42,42,42,4,4,0,0,14,4,0.0,0.0,0.0,2,42,0,0,0,31,31,31,0,1,1,6,1,,0,0,0,1,30,0,1,0,1,100.0,30.06.2028,Mediocampista,False,False,True,False,20193580.0
Luca Netz,de GER,LB,0.0,"Saturday April 26, 2025",0,0,0.0,0.0,0.0,0.0,0,7,7,7,0,0,0,0,2,0,0.0,0.0,0.0,0,5,2,0,0,6,6,6,0,1,0,1,0,,0,0,0,0,4,1,0,0,0,0.0,30.06.2026,Defensa,True,False,False,False,0.0
Kilian Fischer,de GER,RB,0.0,"Sunday September 22, 2024",0,0,0.0,0.0,0.0,0.0,1,31,31,31,1,1,0,0,8,2,0.0,0.0,0.0,0,17,14,0,0,18,18,18,0,4,0,9,0,0.0,1,1,3,0,14,0,2,0,1,100.0,30.06.2027,Defensa,True,False,False,False,0.0
Keven Schlotterbeck,de GER,CB,0.0,"Saturday April 12, 2025",0,0,0.0,0.0,0.0,0.0,3,47,47,47,5,5,0,0,22,5,0.0,0.0,0.0,1,41,6,0,1,45,45,45,0,7,0,8,0,,0,0,0,0,35,0,0,1,3,60.0,30.06.2027,Defensa,True,False,False,False,0.0
Julian Weigl,de GER,DM,0.0,"Sunday November 24, 2024",0,0,0.0,0.0,0.0,0.0,1,70,70,70,1,1,0,0,27,6,0.0,0.0,0.0,2,68,2,1,0,63,63,63,0,3,0,2,0,,0,0,1,0,54,0,1,0,2,66.7,30.06.2028,Mediocampista,False,False,True,False,0.0
Jordy Makengo,fr FRA,LB,0.0,"Friday February 21, 2025",0,0,0.0,0.0,0.0,0.0,1,10,10,10,2,2,0,0,3,1,0.0,0.0,0.0,1,8,2,0,0,8,8,8,0,1,0,3,0,,0,0,0,0,6,0,0,0,0,,-,Defensa,True,False,False,False,0.0
Luca Netz,de GER,LB,0.0,"Saturday April 12, 2025",0,0,0.0,0.0,0.0,0.0,0,21,21,21,0,0,0,0,4,0,0.0,0.0,0.0,0,15,6,0,0,13,13,13,0,3,0,4,1,,0,0,1,1,12,2,0,0,1,50.0,30.06.2026,Defensa,True,False,False,False,0.0
Andreas HancheOlsen,no NOR,CB,0.0,"Saturday January 11, 2025",0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,30.06.2028,Defensa,True,False,False,False,0.0
Jordy Makengo,fr FRA,LB,0.0,"Saturday February 8, 2025",0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,-,Defensa,True,False,False,False,0.0
Andreas HancheOlsen,no NOR,CB,0.0,"Saturday April 26, 2025",0,0,0.0,0.0,0.0,0.0,0,43,43,43,1,1,0,0,12,3,0.0,0.0,0.1,1,41,2,0,0,39,39,39,0,8,1,2,1,,0,0,0,0,32,0,0,0,2,50.0,30.06.2028,Defensa,True,False,False,False,26422700.0
Fabian Rieder,ch SUI,"CM,WB",0.0,"Saturday December 21, 2024",0,1,0.1,0.1,0.0,0.0,0,21,21,21,2,2,0,0,8,0,0.0,0.0,0.1,2,18,3,0,1,19,19,19,0,0,0,10,1,0.0,1,0,0,2,16,4,0,1,0,,30.06.2027,Otros,False,False,False,True,13742276.0
Keven Schlotterbeck,de GER,CB,0.0,"Friday September 20, 2024",1,2,0.1,0.1,0.0,0.0,4,88,88,88,11,11,0,0,41,7,0.0,0.0,0.1,6,85,2,0,0,78,78,78,1,1,0,26,5,,0,2,0,0,72,1,0,0,2,100.0,30.06.2027,Defensa,True,False,False,False,39457529.0
Kilian Fischer,de GER,RM,0.0,"Saturday March 1, 2025",0,0,0.0,0.0,0.0,0.0,0,1,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,30.06.2027,Mediocampista,False,False,True,False,0.0
Julian Weigl,de GER,DM,0.0,"Sunday November 3, 2024",0,1,0.2,0.2,0.1,0.1,2,54,54,54,3,3,0,0,19,6,0.1,0.1,0.0,3,53,1,0,0,50,50,50,0,2,0,5,1,,0,0,1,0,46,0,0,0,2,100.0,30.06.2028,Mediocampista,False,False,True,False,0.0
Junior Dina Ebimbe,fr FRA,LM,0.0,"Saturday September 21, 2024",0,0,0.0,0.0,0.0,0.0,0,10,10,10,0,0,1,1,6,0,0.0,0.0,0.0,0,10,0,0,0,8,8,8,0,0,0,1,0,100.0,0,0,1,0,11,2,2,0,0,0.0,30.06.2027,Mediocampista,False,False,True,False,0.0
Noahkai Banks,us USA,CB,0.0,"Sunday January 19, 2025",0,0,0.0,0.0,0.0,0.0,1,2,2,2,1,1,0,0,1,1,0.0,0.0,0.0,0,2,0,0,0,2,2,2,0,5,0,0,0,,0,0,0,0,1,0,0,0,1,50.0,30.06.2029,Defensa,True,False,False,False,0.0
Kilian Fischer,de GER,RB,0.0,"Sunday August 25, 2024",0,0,0.0,0.0,0.0,0.0,0,28,28,28,2,2,0,0,7,0,0.0,0.0,0.0,1,19,9,0,2,15,15,15,0,2,0,8,1,0.0,1,1,3,1,15,1,1,2,2,100.0,30.06.2027,Defensa,True,False,False,False,0.0
Keven Schlotterbeck,de GER,CB,0.0,"Friday November 22, 2024",0,0,0.0,0.0,0.0,0.0,0,30,30,30,0,0,0,0,12,3,0.0,0.0,0.0,0,29,1,0,0,25,25,25,0,5,0,0,0,,0,0,0,0,23,0,3,0,1,50.0,30.06.2027,Defensa,True,False,False,False,0.0
Keven Schlotterbeck,de GER,CB,0.0,"Sunday September 1, 2024",0,2,0.1,0.1,0.0,0.0,1,78,78,78,5,5,0,0,51,2,0.0,0.0,0.0,1,73,5,0,0,74,74,74,0,6,0,2,2,,0,0,0,0,61,0,1,0,5,55.6,30.06.2027,Defensa,True,False,False,False,1121832.0
Jordy Makengo,fr FRA,LB,0.0,"Saturday May 10, 2025",0,0,0.0,0.0,0.1,0.1,1,30,30,30,1,1,0,0,5,2,0.1,0.1,0.1,0,27,2,0,7,16,16,16,1,5,0,18,0,,0,2,0,0,23,4,0,7,0,0.0,-,Defensa,True,False,False,False,0.0
Vincenzo Grifo,it ITA,LW,0.0,"Saturday February 8, 2025",1,3,0.6,0.6,0.3,0.3,6,70,70,70,8,8,0,0,23,6,0.3,0.3,0.4,3,63,7,0,5,54,54,54,0,0,0,26,3,0.0,1,3,0,0,56,5,0,5,1,50.0,-,Delantero,False,True,False,False,60471488.400000006
Andreas HancheOlsen,no NOR,CB,0.0,"Saturday March 1, 2025",0,1,0.0,0.0,0.0,0.0,2,45,45,45,4,4,0,0,17,0,0.0,0.0,0.0,2,42,3,0,0,34,34,34,0,5,0,5,2,,0,1,0,0,31,1,1,0,3,60.0,30.06.2028,Defensa,True,False,False,False,3695106.0
Vincenzo Grifo,it ITA,LW,0.0,"Saturday April 12, 2025",0,0,0.0,0.0,0.2,0.2,4,35,35,35,3,3,1,1,6,3,0.2,0.2,0.1,0,31,4,0,3,29,29,29,0,1,0,18,2,50.0,1,0,2,1,31,7,2,3,1,100.0,-,Delantero,False,True,False,False,0.0
Jordy Makengo,fr FRA,LB,0.0,"Saturday April 12, 2025",0,0,0.0,0.0,0.0,0.0,0,7,7,7,1,1,0,0,2,0,0.0,0.0,0.0,1,7,0,0,0,6,6,6,0,2,0,1,1,,0,0,0,0,5,1,0,0,0,,-,Defensa,True,False,False,False,0.0
Junior Dina Ebimbe,fr FRA,RM,0.0,"Saturday October 19, 2024",0,1,0.1,0.1,0.0,0.0,1,26,26,26,1,1,1,1,6,1,0.0,0.0,0.1,0,26,0,0,1,18,18,18,0,0,0,15,3,50.0,0,3,0,0,25,9,1,1,1,100.0,30.06.2027,Mediocampista,False,False,True,False,0.0
Kristijan Jakic,hr CRO,CM,0.0,"Friday February 14, 2025",0,0,0.0,0.0,0.1,0.1,2,30,30,30,3,3,1,1,13,4,0.1,0.1,0.2,3,30,0,1,1,25,25,25,0,1,0,12,2,50.0,0,1,1,3,30,3,1,1,0,,30.06.2028,Mediocampista,False,False,True,False,1664734.8000000007
Kristijan Jakic,hr CRO,CM,0.0,"Saturday April 26, 2025",0,1,0.0,0.0,0.0,0.0,2,49,49,49,4,4,0,0,17,5,0.0,0.0,0.0,5,48,1,0,0,45,45,45,0,0,0,6,0,,0,0,0,1,41,0,0,0,0,,30.06.2028,Mediocampista,False,False,True,False,1643182.0
Kristijan Jakic,hr CRO,CM,0.0,"Saturday September 28, 2024",0,0,0.0,0.0,0.0,0.0,0,44,44,44,2,2,0,0,14,3,0.0,0.0,0.0,0,44,0,0,0,36,36,36,0,0,0,4,0,,0,1,0,1,31,0,1,0,0,0.0,30.06.2028,Mediocampista,False,False,True,False,0.0
Kristijan Jakic,hr CRO,CM,0.0,"Saturday May 17, 2025",0,2,0.1,0.1,0.4,0.4,4,83,83,83,5,5,1,1,25,14,0.4,0.4,0.1,6,82,1,0,0,77,77,77,0,0,0,15,4,100.0,0,0,3,0,75,4,1,0,0,0.0,30.06.2028,Mediocampista,False,False,True,False,15227018.200000003
Kristijan Jakic,hr CRO,CM,0.0,"Sunday May 11, 2025",0,1,0.0,0.0,0.0,0.0,1,31,31,31,4,4,1,1,13,4,0.0,0.0,0.0,5,30,1,0,0,27,27,27,0,3,0,2,0,50.0,0,0,2,0,27,0,1,0,0,0.0,30.06.2028,Mediocampista,False,False,True,False,0.0
Kristijan Jakic,hr CRO,CM,0.0,"Sunday January 12, 2025",0,1,0.0,0.0,0.0,0.0,1,50,50,50,6,6,0,0,15,3,0.0,0.0,0.0,2,50,0,0,1,35,35,35,0,0,0,12,2,0.0,1,0,3,1,40,4,1,1,2,66.7,30.06.2028,Mediocampista,False,False,True,False,0.0
Kristijan Jakic,hr CRO,CM,0.0,"Saturday October 26, 2024",0,1,0.0,0.0,0.1,0.1,2,29,29,29,6,6,0,0,8,2,0.1,0.1,0.0,4,29,0,0,0,24,24,24,0,3,1,13,1,0.0,3,1,4,0,21,2,1,0,0,0.0,30.06.2028,Mediocampista,False,False,True,False,26170131.799999997
Kristijan Jakic,hr CRO,CM,0.0,"Sunday September 15, 2024",0,2,0.1,0.1,0.2,0.2,2,28,28,28,3,3,1,1,7,2,0.2,0.2,0.3,3,28,0,1,2,20,20,20,0,1,0,8,6,100.0,0,0,4,0,22,0,2,2,2,40.0,30.06.2028,Mediocampista,False,False,True,False,0.0
Kristijan Jakic,hr CRO,CM,0.0,"Saturday February 22, 2025",0,1,0.0,0.0,0.0,0.0,3,45,45,45,3,3,0,0,22,3,0.0,0.0,0.0,10,44,1,0,0,41,41,41,0,0,0,12,0,0.0,2,3,2,0,42,3,0,0,0,0.0,30.06.2028,Mediocampista,False,False,True,False,17879700.0
Kristijan Jakic,hr CRO,CM,0.0,"Saturday March 29, 2025",0,0,0.0,0.0,0.0,0.0,2,12,12,12,0,0,1,1,3,2,0.0,0.0,0.0,0,10,2,0,0,11,11,11,0,1,0,4,0,100.0,0,1,0,0,3,0,0,0,1,50.0,30.06.2028,Mediocampista,False,False,True,False,0.0
Kristijan Jakic,hr CRO,CM,0.0,"Saturday November 30, 2024",0,1,0.0,0.0,0.0,0.0,3,55,55,55,3,3,2,2,24,1,0.0,0.0,0.0,4,52,3,1,0,49,49,49,0,1,0,7,0,100.0,0,0,1,1,38,2,0,0,2,66.7,30.06.2028,Mediocampista,False,False,True,False,3637702.0
Kristijan Jakic,hr CRO,CM,0.0,"Wednesday January 15, 2025",0,0,0.0,0.0,0.1,0.1,2,44,44,44,4,4,0,0,11,0,0.1,0.1,0.0,1,44,0,0,0,33,33,33,0,2,0,21,2,0.0,2,0,1,0,33,3,0,0,0,0.0,30.06.2028,Mediocampista,False,False,True,False,0.0
Kristijan Jakic,hr CRO,DM,0.0,"Saturday December 14, 2024",0,1,0.1,0.1,0.0,0.0,1,34,34,34,4,4,0,0,9,1,0.0,0.0,0.0,3,34,0,0,0,28,28,28,0,4,0,7,1,,0,0,1,1,28,3,1,0,5,83.3,30.06.2028,Mediocampista,False,False,True,False,0.0
Kristijan Jakic,hr CRO,DM,0.0,"Sunday September 1, 2024",0,1,0.1,0.1,0.0,0.0,0,17,17,17,4,4,0,0,5,2,0.0,0.0,0.0,4,17,0,0,0,15,15,15,0,0,0,4,1,,0,1,1,0,15,1,1,0,2,100.0,30.06.2028,Mediocampista,False,False,True,False,0.0
Kristijan Jakic,hr CRO,CM,0.0,"Saturday December 21, 2024",0,1,0.1,0.1,0.0,0.0,1,41,41,41,4,4,0,0,14,3,0.0,0.0,0.1,2,40,1,0,2,35,35,35,0,3,0,10,2,0.0,1,0,1,0,32,2,1,2,0,0.0,30.06.2028,Mediocampista,False,False,True,False,0.0
Kristijan Jakic,hr CRO,CM,0.0,"Sunday April 20, 2025",0,1,0.0,0.0,0.0,0.0,0,53,53,53,6,6,0,0,12,2,0.0,0.0,0.0,4,52,0,0,0,40,40,40,1,4,0,19,2,,0,0,0,2,37,1,1,0,2,50.0,30.06.2028,Mediocampista,False,False,True,False,0.0
Kristijan Jakic,hr CRO,CM,0.0,"Sunday March 2, 2025",0,1,0.0,0.0,0.0,0.0,1,26,26,26,4,4,0,0,8,1,0.0,0.0,0.0,2,26,0,0,1,21,21,21,0,0,0,15,1,0.0,1,0,3,0,19,2,2,1,2,66.7,30.06.2028,Mediocampista,False,False,True,False,0.0
Kristijan Jakic,hr CRO,CM,0.0,"Friday October 4, 2024",0,1,0.0,0.0,0.0,0.0,5,45,45,45,7,7,1,1,13,2,0.0,0.0,0.1,5,45,0,0,2,36,36,36,0,1,0,17,0,100.0,0,1,2,2,29,2,2,2,1,33.3,30.06.2028,Mediocampista,False,False,True,False,0.0
